,name,date_post,tracks,likes,reposts,user,link
797,sòul,29 May 2021,15,3,None,Sandy26.9,https://soundcloud.com/mai-nguy-n-880905326/sets/soul
798,:))),26 August 2019,15,1,None,Ariana Nguyen,https://soundcloud.com/ariana-nguyen-248428595/sets/eqj3b9ancrvc
799,bling bling ✨,14 June 2020,15,None,None,neii nei,https://soundcloud.com/ph-ng-nghi-814394253/sets/bling-bling
800,🔥🔥🔥,28 July 2021,3,None,None,nexflix anh chill,https://soundcloud.com/qu-c-trung-i-u/sets/o3a55wy0bu0p
801,😢,28 January 2020,15,None,None,tlkhaf,https://soundcloud.com/kh-nh-h-tr-n-l/sets/i0noufaujvy7
802,true,25 August 2021,1,None,None,đào ngọc quý,https://soundcloud.com/o-ng-c-qu-78646328/sets/true
803,cc,21 October 2021,9,1,None,Thuỷ Tiên,https://soundcloud.com/yuhtneit_1708/sets/nh-ngy
804,usuk,26 June 2021,15,1,None,Huỳnh Trần Bảo Khanh,https://soundcloud.com/hu-nh-tr-n-b-o-khanh/sets/usuk
805,chill~🎶,25 August 2021,2,None,None,nienèk,https://soundcloud.com/rindou-haitani/sets/chill
806,🐰,2 February 2021,15,None,None,Truc Phuong,https://soundcloud.com/truc-phuong-466205642/sets/i4uty9jdfsti
807,Life chill như những quả rap phiêuuu,1 May 2021,15,1,None,TiênBakaa,https://soundcloud.com/nguy-n-ti-n-574629221/sets/life-chill-nh-nh-ng-qu-rap-phi
808,playlist,17 September 2021,15,None,None,xjiee,https://soundcloud.com/jie-jie-374154441/sets/playlist-1
809,• my world 🦄💓💗,29 May 2019,15,1,None,Minh Anh,https://soundcloud.com/myung-young-yeo/sets/o-my-world
810,1,10 May 2020,15,1,None,hLongSC,https://soundcloud.com/ng-h-o-long-956485392/sets/1-1
811,Âm nhạc là music :)))),11 August 2021,15,None,None,BadCornnn,https://soundcloud.com/thu-thuyy-938430419/sets/m-nh-c-l-music
812,chillwithmyfavmusic,1 July 2021,5,None,None,Quynh,https://soundcloud.com/nguy-n-nh-qu-nh-528969101/sets/idk
813,....,1 October 2020,15,None,None,hilnddk,https://soundcloud.com/kh-nh-linh-381065929/sets/bay-l-k
814,Nhạc Chill,8 July 2021,12,None,None,Hồng Thắm,https://soundcloud.com/ph-m-th-h-ng-th-m-980861272/sets/nh-c-chill
815,👑👑👑,24 August 2021,15,None,None,Phương Nguyễn,https://soundcloud.com/ph-ng-nguy-n-236834037/sets/mwl0rw0ecv7a
816,chill,19 March 2020,15,None,None,tuyt,https://soundcloud.com/di-p-minh-tuy-t-463526110/sets/chill
817,.,24 July 2021,15,1,None,❀ rosè ❀,https://soundcloud.com/h-chau-tram-anh/sets/pr7q2p1vfx1y
818,🤘,25 June 2021,15,None,None,Hải Yến,https://soundcloud.com/h-i-y-n-109210077/sets/qclh8bzmugqq
819,U mê playlist,25 August 2021,3,None,None,Ngọc Phượng,https://soundcloud.com/ng-c-ph-ng-456302180/sets/u-me-playlist
820,hú,25 August 2021,2,1,None,Cong Van,https://soundcloud.com/cong-van-73014634/sets/hu
821,❤,17 March 2020,15,1,None,nhi,https://soundcloud.com/tr-n-hu-nh-kh-nhi/sets/yzahkrackpwv
822,gps,25 August 2021,1,None,None,Lê Hoàng Phát,https://soundcloud.com/le-hoang-phat-934631153/sets/gps
823,bông,10 June 2020,4,None,None,bông,https://soundcloud.com/b-ng-ph-ng-482446895/sets/bong
824,vcl luon,30 December 2020,15,1,None,Bảo Kận,https://soundcloud.com/bao-mai-133744545/sets/vcl-luon
825,trip,3 October 2021,15,None,None,ChEeF,https://soundcloud.com/t-ng-nguy-n-667572648/sets/trip
826,🐻,25 August 2021,15,None,None,Chan Chang,https://soundcloud.com/chan-chang-245257682/sets/qcj3zfsyeodz
827,ômg,25 August 2021,15,None,None,whh,https://soundcloud.com/ph-ng-linh-257131359/sets/omg
828,sweet love,2 April 2020,15,None,None,User 588927860,https://soundcloud.com/user-588927860/sets/sweet-love
829,kinda depressed but wanna be cool online,25 August 2021,3,None,None,DuyLe,https://soundcloud.com/duy-le-750052048/sets/kinda-depressed-but-wanna-be
830,lofi,21 May 2021,15,None,None,Bùi Thái Bình Dương,https://soundcloud.com/user-776464417/sets/lofi
831,Nhạc của tui !?.,18 April 2019,15,None,None,Tam Ng,https://soundcloud.com/tam-ng-558971557/sets/nh-c-c-a-tui
832,đỉnh vcl lun,18 May 2021,15,None,None,Thai Anh,https://soundcloud.com/jess-johnson-693794830/sets/nh-vcl-lun
833,nhạc đi tắm,25 August 2021,13,1,None,Duong Nguyen Dang,https://soundcloud.com/duong-nguyen-dang-532182830/sets/nh-c-i-t-m
834,chill guitar,25 March 2021,2,None,None,...,https://soundcloud.com/tu-nn-nguy-nn-794724881/sets/chill-guitar
835,loser🐻,26 April 2021,15,None,None,pvy✨,https://soundcloud.com/h-ng-thu-459734800/sets/loser
836,Rhymastic,20 June 2021,14,None,None,Minh Bùi,https://soundcloud.com/minh-bui-884683212/sets/rythmatic
837,vũ,25 June 2020,15,None,None,duongle,https://soundcloud.com/d-ng-l-694896906/sets/v
838,live,30 March 2021,15,5,2,Cake,https://soundcloud.com/nguy-n-ang-i-h-c-489963305/sets/live
839,RELAX💨,8 February 2021,15,None,None,Nguyễn Bắc,https://soundcloud.com/nguy-n-b-c-395323962/sets/relax
840,banh,8 June 2020,15,1,None,yêu Phương Anh rất nhiềuuu 💗,https://soundcloud.com/banh-trn/sets/banh
841,Background Music,10 December 2019,15,2,None,BI,https://soundcloud.com/user-382901966/sets/background-music
842,chilling,13 June 2021,15,None,None,hien le,https://soundcloud.com/hien-le-434732224/sets/chilling
843,9/12/2016,23 August 2020,15,1,None,Vũ Hoàng Khánh Linh,https://soundcloud.com/v-ho-ng-kh-nh-linh-724950584/sets/9-12-2016
844,😌,14 April 2020,15,1,None,Dương Đỗ,https://soundcloud.com/d-ng-908909499/sets/sru2pcpwldxr
845,U r mah lauv,3 March 2020,15,1,None,My name is Vi,https://soundcloud.com/nguy-n-thu-vi-599166926/sets/u-r-mah-lauv
846,Hi,18 April 2021,4,None,None,Minh Lê,https://soundcloud.com/minh-le-705051915/sets/hi
847,????,13 May 2021,15,2,None,bui thi khanh huyen,https://soundcloud.com/bui-thi-khanh-huyen-450318232/sets/unoo9zew5qo0
848,🥺,4 August 2021,5,None,None,Thảo Nguyên,https://soundcloud.com/th-o-nguy-n-888880517/sets/wlcnluyhpcqh
849,DCOD,18 September 2018,15,3,1,Phát Pi,https://soundcloud.com/nova-dong/sets/dcod
850,DCOD,29 June 2019,4,None,None,vũ,https://soundcloud.com/anh-vu-phan-680947905/sets/dcod
851,trip,17 July 2019,15,None,None,Yungitachi,https://soundcloud.com/vi-zx/sets/trip
852,chìll,21 June 2018,15,1,None,oggyizbezt,https://soundcloud.com/thuy-linh-59213307/sets/chill
853,New private playlist,5 March 2019,15,None,None,Giap D. Pham,https://soundcloud.com/giap-d-pham/sets/new-private-playlist-41
854,chill,18 May 2019,15,1,None,mr.hí,https://soundcloud.com/tr-ng-ki-t-743338276/sets/chill
855,lit z,28 May 2019,15,2,None,zippp,https://soundcloud.com/minh-c-541405062/sets/lit-z
856,for my life,8 November 2018,15,None,None,Jully Tran,https://soundcloud.com/jully-tran/sets/for-my-life
857,all,14 July 2019,15,None,None,134,https://soundcloud.com/user-247747504/sets/all
858,New private playlist,24 January 2019,15,1,None,Beck,https://soundcloud.com/ng-minh-t-207411308/sets/new-private-playlist
859,nhạc,28 February 2019,5,None,None,Sen Huỳnh,https://soundcloud.com/sen-hu-nh-609456734/sets/nh-c
860,...,13 July 2019,8,None,None,Sen Huỳnh,https://soundcloud.com/sen-hu-nh-609456734/sets/wijpzuviuodh
861,..n,18 December 2017,15,None,None,tranhaothien,https://soundcloud.com/tr-n-tr-ng-thi-n-176764117/sets/n-1
862,chill banh xac,14 July 2019,15,3,None,Dinh Quan,https://soundcloud.com/rus-nguy-n-264588718/sets/chill-banh-xac
863,The Upload,20 July 2019,11,None,None,Cọp Con,https://soundcloud.com/c-p-con-330882118/sets/the-upload-3
864,lú,31 October 2018,15,1,None,Hoàng Trung Kiên,https://soundcloud.com/ki-n-ho-ng-trung-2/sets/lu
865,xxx,23 June 2019,15,None,None,Nguyễn Đức Thịnh,https://soundcloud.com/user-889111612/sets/xxx
866,🔥🔥🔥,30 June 2019,15,None,None,Hoàng Nam,https://soundcloud.com/hoang-nam-627926912/sets/x4nce0cibfrn
867,Mood,15 September 2019,15,5,None,Nguyễn Thanh Phúc,https://soundcloud.com/phucdeptrai222/sets/chill
868,Remixes,19 August 2021,9,7,None,Hawys.,https://soundcloud.com/hawysmusic/sets/remixes
869,ANDY_CHILL,20 August 2021,8,None,None,ANDY LAM,https://soundcloud.com/khanh-lam-minh/sets/andy_chill
870,1,1 August 2020,15,None,None,Ngô Cát Tường,https://soundcloud.com/ng-c-t-t-ng-830077928/sets/1-1
871,Bẻo,20 August 2021,15,1,None,Phạm Gia Bảo,https://soundcloud.com/ph-m-gia-b-o-714652740/sets/b-o
872,Quarantine Workout,14 July 2021,15,None,None,Milky T Nguyen,https://soundcloud.com/milky-t-nguyen/sets/quarantine-workout
873,:((,9 October 2020,15,1,None,User 73763677,https://soundcloud.com/user-73763677/sets/lwflpahkear6
874,va12,10 June 2021,15,None,None,Vân Anh,https://soundcloud.com/user-672482949/sets/va12
875,New 2021,6 July 2021,15,None,None,tin_tin_1990,https://soundcloud.com/tin_tin_1990/sets/new-2021
876,Music,1 August 2021,15,None,1,Ngọc My,https://soundcloud.com/ng-c-my-94147145/sets/music
877,😊❤️,15 May 2019,15,1,None,minhphuong._.,https://soundcloud.com/minh-ph-ng-447803244/sets/naye8kpvhtn0
878,phuonggthuyne,3 June 2021,15,None,None,pthuy,https://soundcloud.com/ph-thuy-354432587/sets/phuonggthuyne
879,Linh,27 March 2021,15,1,None,Nguyễn Linh,https://soundcloud.com/nguy-n-linh-206071303/sets/linh
880,New private playlist,4 June 2021,15,1,None,Khoa Linh,https://soundcloud.com/khoa-linh-364337793/sets/new-private-playlist-4
881,lala,13 April 2021,15,1,None,Nguyễn Như Quỳnh,https://soundcloud.com/nguy-n-nh-qu-nh-350323432/sets/lala
882,nỗi bùn,1 August 2021,4,None,None,Viet Nguyen Khac,https://soundcloud.com/viet-nguyen-khac-974940547/sets/n-i-bu-n
883,.,10 December 2019,15,None,None,Phương Trang,https://soundcloud.com/ph-ng-trang-949060893/sets/8fwcbnyh9uku
884,sad,21 April 2021,15,1,None,Hồ Việt Thắng,https://soundcloud.com/h-vi-t-th-ng-796389298/sets/sad
885,linhchau,3 August 2020,11,None,None,linhchau,https://soundcloud.com/linh-chau-680424152/sets/linhchau
886,lofi,13 May 2021,15,1,None,Hoa Vô Khuyết,https://soundcloud.com/wady-nad/sets/lofi
887,Sad,20 May 2021,15,None,None,trantrongkhuong,https://soundcloud.com/tr-n-tr-ng-kh-ng/sets/sad
888,nhạc chill,1 August 2021,4,None,None,Vân Nguyễn,https://soundcloud.com/v-n-nguy-n-162649191/sets/nh-c-chill
889,Mood,16 January 2021,5,1,None,Huỳnh Tiến Thinh,https://soundcloud.com/hu-nh-ti-n-thinh/sets/mood
890,Nhẹ,22 May 2021,15,None,None,Nguyễn Thảo,https://soundcloud.com/nguy-n-th-o-587320639/sets/nh
891,❤️,30 December 2020,15,None,None,Bùi Mỹ Tâm,https://soundcloud.com/b-i-m-t-m-715722137/sets/u0zjnpbhwlzu
892,rap buồn,13 July 2021,15,None,None,Nguyễn Thanh Sang,https://soundcloud.com/nguy-n-thanh-sang-641583463/sets/rap-bu-n
893,buồn,23 July 2021,4,1,None,User 661739885,https://soundcloud.com/user-661739885/sets/bu-n
894,sad,24 July 2021,15,None,None,Nguyễn Huy,https://soundcloud.com/nguy-n-huy-283183584/sets/sad
895,Nhạc ngoại,18 June 2019,15,None,None,Lê Thị Ánh,https://soundcloud.com/l-th-nh-84781840/sets/nh-c-ngo-i
896,nhạc hay,2 October 2020,15,None,None,Nguyễn Thư,https://soundcloud.com/nguy-n-th-777693528/sets/nh-c-hay
897,^^,25 December 2020,15,None,None,nhien,https://soundcloud.com/tr-o-432087727/sets/p54uqvmlbccw
898,hh,24 January 2021,15,None,None,Hoàng Đạt,https://soundcloud.com/ho-ng-t-36542056/sets/hh
899,Music🧸,5 April 2021,15,None,None,Thienhuong,https://soundcloud.com/ha-linh-725608005/sets/music
900,sad,1 August 2021,1,None,None,Nguyễn Long,https://soundcloud.com/nguy-n-long-728706981/sets/sad
901,💔,28 September 2020,5,None,None,Phương Linh,https://soundcloud.com/ph-ng-linh-613861480/sets/yv4r9lqa1j6o
902,vietchill,29 July 2021,15,None,None,Lucy,https://soundcloud.com/thuy-bui-785344550/sets/vietchill
903,𝐬𝐮𝐲,5 June 2021,15,3,None,D Thuy Duong,https://soundcloud.com/th-y-d-ng-815208553/sets/suy
904,H,1 October 2020,15,None,None,Thy Hồ,https://soundcloud.com/thy-h-563568427/sets/h
905,sdfgd,15 December 2020,15,1,None,Hoàng Annh,https://soundcloud.com/hoang-annh-273172480/sets/sdfgd
906,lofi H,3 March 2021,15,None,None,Thanh Hưng,https://soundcloud.com/thanh-h-ng-899544099/sets/lofi-h
907,Enjoy,21 July 2021,12,None,None,Phùng Huệ,https://soundcloud.com/ph-ng-thu-hu-329788135/sets/enjoy
908,Chill 🎶,1 August 2021,15,None,None,Hương Giang,https://soundcloud.com/h-ng-giang-865903891/sets/chill
909,3107,1 August 2021,2,3,1,Anh Truc,https://soundcloud.com/phan-th-nh-tr-c-390060872/sets/3107-1
910,chill,18 March 2021,15,1,None,Lê Ngọc Minh Thư,https://soundcloud.com/l-ng-c-minh-th-879094114/sets/chill
911,Chill,11 March 2021,15,None,None,Kiều My,https://soundcloud.com/ki-u-my-388180667/sets/chill
912,😴😴😴😴😴😴😴😴,12 August 2021,15,None,None,Đinh Thu Hiền,https://soundcloud.com/inh-thu-hi-n-757526376/sets/iqwirn8zjwmu
913,🥺,17 April 2021,15,None,None,User 607938290,https://soundcloud.com/user-607938290/sets/dfvpc7mhdvnf
914,2021,1 August 2021,15,None,None,hara,https://soundcloud.com/tr-n-quang-huy-272959920/sets/2021-1
915,.,18 June 2020,15,None,None,dương,https://soundcloud.com/b-nh-d-ng-339838437/sets/kpwhnm7y5t7q
916,relax,3 December 2019,15,None,None,annnnnn,https://soundcloud.com/le-an-433975739/sets/relax
917,...,4 May 2021,15,2,None,Tịnh Kỳ,https://soundcloud.com/t-nh-k-715450163/sets/foroo2emiycb
918,kkkk,20 January 2020,15,None,None,Mai Chi,https://soundcloud.com/mai-chi-369567007/sets/kkkk
919,gdhd,7 March 2021,11,None,None,Đức Huy,https://soundcloud.com/hu-nh-huy-562165032/sets/gdhd
920,chiii,1 August 2021,9,None,None,Chi Bùi,https://soundcloud.com/chi-bui-874898566/sets/chiii
921,hmmm,10 November 2020,15,None,None,pẻo,https://soundcloud.com/nguy-n-h-u-b-o-334313387/sets/hmmm
922,Ngọc,24 August 2021,15,None,None,Khánh Ngọc Trương,https://soundcloud.com/kh-nh-ng-c-tr-ng-146346339/sets/ng-c
923,my,1 August 2021,5,None,None,Đặng Ngân My,https://soundcloud.com/ng-ng-n-my/sets/my
924,.,14 June 2021,15,None,None,Thu Hiền,https://soundcloud.com/thu-hi-n-91258835/sets/zct5aignoy1w
925,:(,24 July 2021,5,None,None,Hà Thu,https://soundcloud.com/ha-thu-586348525/sets/gryik4bicwxp
926,1,1 August 2021,4,None,None,lg hellu,https://soundcloud.com/linh-giang-419709900/sets/1-1
927,Songs hana like,13 October 2019,15,None,None,manicurist💅🏻dạo,https://soundcloud.com/hana-hu-nh-318311548/sets/songs-hana-like
928,mi,20 May 2018,15,1,None,Lê Hiền Thi,https://soundcloud.com/l-hi-n-thi/sets/mi
929,Chung Dota,21 February 2021,5,None,None,Chung Chong Chóng,https://soundcloud.com/chung-chong-ch-ng-834185764/sets/chung-dota
930,My Style,7 March 2021,15,None,None,duy tran,https://soundcloud.com/duy-tran-648791798/sets/my-style
931,lofi :>,28 April 2021,15,None,None,Xu,https://soundcloud.com/th-o-l-th-233719413/sets/lofi
932,😊☺️🙂🙃😔😞,19 July 2021,15,None,None,User 795818420,https://soundcloud.com/user-795818420/sets/s24sld3j2ko1
933,thuhien,4 July 2021,5,None,None,Thu Hiền,https://soundcloud.com/thu-hi-n-795276284/sets/thuhien-2
934,✌️,6 December 2015,15,None,None,Hong Nhung,https://soundcloud.com/hong-nhung-42344259/sets/krqg9lvwxjfv
935,favor,15 May 2019,15,None,None,Loan Thanh,https://soundcloud.com/loan-thanh-606960680/sets/favor
936,tit,31 January 2021,15,1,None,tit,https://soundcloud.com/c-qu-n-123508324/sets/tit
937,Linnhoangg,10 April 2021,5,1,None,Mắm Linh,https://soundcloud.com/m-m-linh-513375894/sets/linnhoangg
938,Tú Phương,27 July 2021,15,None,None,Tú Phương,https://soundcloud.com/t-ph-ng-734890790/sets/t-ph-ng
939,2019,26 February 2021,15,None,None,thijnh,https://soundcloud.com/longgthinhh/sets/kqlfwa7oe2zi
940,t,1 August 2021,2,None,None,ttr,https://soundcloud.com/thinh-nguyen-903997241/sets/t
941,Chị tâm,25 January 2018,15,None,None,Minh Khang,https://soundcloud.com/minh-khang-153420049/sets/ch-t-m
942,-.-,25 July 2020,2,None,None,Dương Nguyễn,https://soundcloud.com/nguy-n-d-ng-723334575/sets/td7i6gapto8o
943,buô,19 June 2021,15,2,1,Dũng Lành,https://soundcloud.com/d-ng-l-nh-876060785/sets/buo
944,...,5 July 2021,15,1,None,Giang Giang,https://soundcloud.com/giang-giang-167830813/sets/neztaouk0moq
945,in bot,13 August 2021,15,1,None,Dũng Lành,https://soundcloud.com/d-ng-l-nh-876060785/sets/in-bot
946,sad,1 August 2021,1,None,None,Ngọc Yến,https://soundcloud.com/ng-c-y-n-670058403/sets/sad
947,New private playlist,14 June 2020,15,None,None,Trương Vĩnh Phát,https://soundcloud.com/tr-ng-v-nh-ph-t/sets/new-private-playlist
948,chiee,29 July 2021,12,None,None,Khánh Chi,https://soundcloud.com/khanh-chi-55499054/sets/chiee
949,lov3,1 August 2021,2,None,None,Diễm Quỳnh,https://soundcloud.com/di-m-qu-nh-929125314/sets/lov3
950,Tttt,31 March 2018,15,None,None,Trần Thị Thùy Trang,https://soundcloud.com/tr-n-th-th-y-trang-909239609/sets/tttt
951,.,14 June 2020,15,None,None,NH,https://soundcloud.com/inh-th-ng-c-hi-n-268136093/sets/mhemus5aq7uc
952,3107,2 August 2021,5,None,None,Thanh Hiếu,https://soundcloud.com/thanh-hi-u-691177006/sets/3107-1
953,Yêu Thích,8 June 2021,5,1,None,Kiều Lê,https://soundcloud.com/ki-u-l-953055099/sets/yeu-thich
954,nhạc buồn đó,20 July 2021,7,None,None,An Nguyễn,https://soundcloud.com/an-nguy-n-818568151/sets/nh-c-bu-n
955,bling bling,1 August 2021,15,None,None,Lê Nhii,https://soundcloud.com/le-nhii-372992514/sets/bling-bling
956,hay,9 May 2021,15,None,None,yuandao,https://soundcloud.com/nguy-n-o-992209593/sets/hay
957,tuo,2 August 2021,1,None,None,An An,https://soundcloud.com/an-an-139600297/sets/tuo
958,nhẹ nhàng mới,24 July 2021,5,None,None,Xuân Khoa,https://soundcloud.com/xu-n-khoa-23266258/sets/nh-nh-ng-m-i
959,chill,30 July 2021,15,None,None,N Xuan Hong,https://soundcloud.com/tr-n-nh-t-h-729171202/sets/chill
960,🖕🏻,27 December 2018,15,None,1,Nhật Hạ,https://soundcloud.com/nh-t-h-26/sets/mdvxrasxyaxw
961,3017,2 August 2021,3,None,None,maihoa,https://soundcloud.com/mai-hoa-464842952/sets/3017-1
962,chill,5 December 2020,15,None,None,Nguyễn Ngọc Nhã Uyên,https://soundcloud.com/nguy-n-ng-c-nh-uy-n-834458507/sets/chill
963,New private playlist,27 July 2021,15,None,None,Rosie,https://soundcloud.com/o-h-nh-nhi/sets/new-private-playlist
964,✌🏻,14 February 2021,15,1,None,Như Quỳnh,https://soundcloud.com/nh-qu-nh-942349370/sets/nbieuifwdff3
965,Hải đẹp trai,8 November 2020,15,None,None,Đặng Phương,https://soundcloud.com/ng-ph-ng-581671396/sets/h-i-p-trai
966,🌵,20 September 2020,15,None,None,Pun Smile,https://soundcloud.com/pun-smile/sets/h5t4nod6nppk
967,chill,1 August 2021,15,1,None,Phạm Cường,https://soundcloud.com/ph-m-c-ng-456992337/sets/chill
968,Lofi,2 August 2021,11,None,None,Hà Mỹ,https://soundcloud.com/h-m-697488093/sets/lofi
969,New private playlist,8 June 2018,15,None,None,Yến Nhi,https://soundcloud.com/y-n-nhi-161494327/sets/new-private-playlist
970,chill,2 August 2021,11,None,None,Cát Tường,https://soundcloud.com/c-t-t-ng-971391028/sets/chill
971,히엔,31 October 2019,15,None,None,히엔,https://soundcloud.com/nh-hi-n-659842717/sets/mnyihaedknpj
972,❤️,2 August 2021,9,None,None,Quyên Kin,https://soundcloud.com/quyen-kin/sets/vbfqfmwmeo1f
973,3107,2 August 2021,2,None,None,Văn Trọng,https://soundcloud.com/v-n-tr-ng-191289982/sets/3107-1
974,JK v,8 June 2021,4,None,None,User 395937978,https://soundcloud.com/user-395937978/sets/jk-v
975,t,2 August 2021,1,None,None,Trường,https://soundcloud.com/tr-ng-702436544/sets/t
976,...,2 August 2021,1,None,None,hgiang,https://soundcloud.com/giang-tran-139562527/sets/b73t6bamk0pv
977,hmm,1 March 2021,15,None,None,nt.thuy06,https://soundcloud.com/nguy-n-th-y-204578541/sets/hmm
978,3107,2 August 2021,9,None,None,Tú Anhth Nguyễn,https://soundcloud.com/t-ank-nguy-n/sets/3107-1
979,Q,2 August 2021,2,None,None,Đổng Khước Vũ,https://soundcloud.com/ng-kh-c-v-979476573/sets/q
980,Gh,17 October 2021,15,None,None,Tấn Lộc,https://soundcloud.com/t-n-l-c-117769432/sets/gh
981,ấ,2 August 2021,2,None,None,Nguyễn Bằng,https://soundcloud.com/nguy-n-b-ng-887627516/sets/n3o0ivczbkcl
982,🥲,17 July 2021,15,None,None,Taekook,https://soundcloud.com/l-th-b-ch-ng-c-865566597/sets/x7uou9ktuh5b
983,:),22 December 2019,15,5,3,Nguyễn Khánh An,https://soundcloud.com/nguy-n-kh-nh-an-156989674/sets/u9mfwsw1lj11
984,sầu,2 August 2021,6,None,None,Vungrrruu,https://soundcloud.com/user-458560597/sets/s-u
985,💕,3 June 2019,15,None,None,DThuyyy,https://soundcloud.com/di-u-th-y-152290039/sets/y8wcyv5s71qu
986,chill quá ý,27 December 2019,7,None,None,Myjuu2888,https://soundcloud.com/my-juu/sets/chill-qua-y
987,1,16 September 2020,15,None,None,Vo Thanh Danhh,https://soundcloud.com/vo-thanh-danhh/sets/1-1
988,:(((,6 March 2021,5,None,None,hq3107,https://soundcloud.com/nguy-n-nh-192902102/sets/w9f2yxlm1mvf
989,ost,6 March 2020,15,None,None,libaongan,https://soundcloud.com/l-b-o-ng-n-653462826/sets/ost
990,hgg,27 September 2020,2,None,None,Phạm Aanh,https://soundcloud.com/ph-m-aanh-495105819/sets/hgg
991,Mer,28 June 2021,12,None,None,Du Du,https://soundcloud.com/ph-ng-dung-153586465/sets/mer
992,fail,13 July 2021,15,None,None,Hà Khánh Như,https://soundcloud.com/h-kh-nh-nh/sets/fail
993,hy,2 August 2021,15,None,None,hy,https://soundcloud.com/user-905474810/sets/hy
994,nhạc hay,3 February 2020,1,None,None,HT.HT,https://soundcloud.com/ho-ng-tr-ng-710338259/sets/nh-c-hay
995,bp,4 October 2020,5,None,None,Bio,https://soundcloud.com/yen-ngoc-686409352/sets/bp
996,Nhạc oto,16 August 2021,15,None,None,Luân Đình,https://soundcloud.com/lu-n-nh-374477827/sets/nh-c-oto
997,🎼 music,27 August 2020,15,None,None,Vy Trần,https://soundcloud.com/vy-tr-n-973699885/sets/music
998,1,2 August 2021,3,None,None,Obito,https://soundcloud.com/quang-an-63359350/sets/1-1
999,NHA,18 April 2021,15,None,None,Bé Thỏ 🐰,https://soundcloud.com/tr-n-th-c-v-n-125942321/sets/nha
1000,T.T,7 June 2021,15,None,None,tungngo,https://soundcloud.com/user-632224870/sets/t-t
